,rank,bib,rider,age,team,uci,point,time,stage,year
102,102,0,DRUCKER Jempy,24,Veranda's Willems - Accent,,5,6:16:48,None,2011
103,103,0,HOUANARD Steve,25,AG2R La Mondiale,,5,6:16:48,None,2011
104,104,0,VENTOSO Francisco José,28,Movistar Team,,5,6:16:48,None,2011
105,105,0,KONOVALOVAS Ignatas,25,Movistar Team,,5,6:16:48,None,2011
106,106,0,KEUKELEIRE Jens,22,"Cofidis, le Crédit en Ligne",,5,6:16:48,None,2011
107,107,0,SIJMENS Nico,33,"Cofidis, le Crédit en Ligne",,5,6:16:48,None,2011
108,108,0,HAMMOND Roger,37,Team Garmin - Cervélo,,5,6:16:48,None,2011
109,109,0,KLEMME Dominic,24,Leopard Trek,,5,6:16:48,None,2011
110,110,0,CAVENDISH Mark,25,HTC - High Road,,5,6:16:48,None,2011
111,111,0,SWIFT Ben,23,Sky Procycling,,5,6:16:48,None,2011
112,112,0,VEELERS Tom,26,Skil - Shimano,,5,6:16:48,None,2011
113,113,0,KLIER Andreas,35,Team Garmin - Cervélo,,5,6:16:48,None,2011
114,114,0,BOUCHER David,31,Omega Pharma-Lotto ,,5,6:19:11,None,2011
115,115,0,ARAMENDIA Javier,24,Euskaltel - Euskadi,,5,6:19:11,None,2011
116,116,0,SARAMOTINS Aleksejs,28,"Cofidis, le Crédit en Ligne",,5,6:19:11,None,2011
117,117,0,OYARZÚN Carlos Iván,29,Movistar Team,,5,6:19:11,None,2011
118,118,0,KRIVTSOV Yuriy,32,AG2R La Mondiale,,5,6:19:11,None,2011
119,119,0,SCHMITZ Bram,33,Veranda's Willems - Accent,,5,6:19:11,None,2011
120,120,0,BEPPU Fumiyuki,27,RadioShack,,5,6:19:11,None,2011
121,121,0,CORNU Dominique,25,Topsport Vlaanderen - Mercator,,5,6:19:11,None,2011
122,122,0,OSS Daniel,24,Liquigas - Cannondale,,5,6:19:11,None,2011
123,123,0,KRIVTSOV Dmytro,26,Lampre - ISD,,5,6:19:11,None,2011
124,124,0,VAN VOOREN Steven,24,Topsport Vlaanderen - Mercator,,5,6:19:11,None,2011
125,125,0,ZINGLE Romain,24,"Cofidis, le Crédit en Ligne",,5,6:19:11,None,2011
126,126,0,GÈNE Yohann,29,Team Europcar,,5,6:19:11,None,2011
127,127,0,KLOSTERGAARD Kasper,27,Saxo Bank - Sungard,,5,6:19:11,None,2011
128,128,0,LORENZETTO Mirco,29,Pro Team Astana,,5,6:19:11,None,2011
129,129,0,VEILLEUX David,23,Team Europcar,,5,6:19:11,None,2011
130,130,0,LEMARCHAND Romain,23,AG2R La Mondiale,,5,6:19:11,None,2011
131,131,0,BAZAYEV Assan,30,Pro Team Astana,,5,6:19:11,None,2011
132,132,0,REIMER Martin,23,Skil - Shimano,,5,6:19:11,None,2011
133,133,0,IZAGIRRE Ion,22,Euskaltel - Euskadi,,5,6:19:11,None,2011
134,134,0,STAUFF Andreas,24,Quickstep Cycling Team,,5,6:19:11,None,2011
135,135,0,VAN ZANDBEEK Ronan,22,Skil - Shimano,,5,6:19:11,None,2011
